appName,entitlement,entitlementValue,account
Active Directory,Group,TutorialEmployee,208
Active Directory,Group,TutorialEmployee,209
Active Directory,Group,TutorialEmployee,212
Active Directory,Group,TutorialEmployee,216
Active Directory,Group,TutorialEmployee,217
Active Directory,Group,TutorialEmployee,219
Active Directory,Group,TutorialEmployee,222
Active Directory,Group,TutorialEmployee,223
Active Directory,Group,TutorialEmployee,226
Active Directory,Group,TutorialEmployee,228
Active Directory,Group,TutorialEmployee,230
Active Directory,Group,TutorialEmployee,232
Active Directory,Group,TutorialEmployee,233
Active Directory,Group,TutorialEmployee,234
Active Directory,Group,TutorialEmployee,236
Active Directory,Group,TutorialEmployee,238
Active Directory,Group,TutorialEmployee,239
Active Directory,Group,TutorialEmployee,240
Active Directory,Group,TutorialEmployee,241
Active Directory,Group,TutorialEmployee,242
Active Directory,Group,TutorialEmployee,244
Active Directory,Group,TutorialEmployee,245
Active Directory,Group,TutorialEmployee,249
Active Directory,Group,TutorialEmployee,251
Active Directory,Group,TutorialEmployee,256
Active Directory,Group,TutorialEmployee,257
Active Directory,Group,TutorialEmployee,258
Active Directory,Group,TutorialEmployee,266
Active Directory,Group,TutorialEmployee,268
Active Directory,Group,TutorialEmployee,270
Active Directory,Group,TutorialEmployee,272
Active Directory,Group,TutorialEmployee,273
Active Directory,Group,TutorialEmployee,275
Active Directory,Group,TutorialEmployee,276
Active Directory,Group,TutorialEmployee,277
Active Directory,Group,TutorialEmployee,281
Active Directory,Group,TutorialEmployee,286
Active Directory,Group,TutorialEmployee,287
Active Directory,Group,TutorialEmployee,288
Active Directory,Group,TutorialEmployee,289
Active Directory,Group,TutorialEmployee,292
Active Directory,Group,TutorialEmployee,293
Active Directory,Group,TutorialEmployee,295
Active Directory,Group,TutorialEmployee,297
Active Directory,Group,TutorialEmployee,299
Active Directory,Group,TutorialEmployee,300
Active Directory,Group,TutorialEmployee,301
Active Directory,Group,TutorialEmployee,304
Active Directory,Group,TutorialEmployee,308
Active Directory,Group,TutorialEmployee,309
Active Directory,Group,TutorialEmployee,311
Active Directory,Group,TutorialEmployee,313
Active Directory,Group,TutorialEmployee,317
Active Directory,Group,TutorialEmployee,318
Active Directory,Group,TutorialEmployee,322
Active Directory,Group,TutorialEmployee,323
Active Directory,Group,TutorialEmployee,324
Active Directory,Group,TutorialEmployee,328
Active Directory,Group,TutorialEmployee,330
Active Directory,Group,TutorialEmployee,334
Active Directory,Group,TutorialEmployee,338
Active Directory,Group,TutorialEmployee,339
Active Directory,Group,TutorialEmployee,342
Active Directory,Group,TutorialEmployee,343
Active Directory,Group,TutorialEmployee,345
Active Directory,Group,TutorialEmployee,346
Active Directory,Group,TutorialEmployee,349
Active Directory,Group,TutorialEmployee,350
Active Directory,Group,TutorialEmployee,351
Active Directory,Group,TutorialEmployee,353
Active Directory,Group,TutorialEmployee,354
Active Directory,Group,TutorialEmployee,356
Active Directory,Group,TutorialEmployee,357
Active Directory,Group,TutorialEmployee,358
Active Directory,Group,TutorialEmployee,359
Active Directory,Group,TutorialEmployee,360
Active Directory,Group,TutorialEmployee,362
Active Directory,Group,TutorialEmployee,365
Active Directory,Group,TutorialEmployee,366
Active Directory,Group,TutorialEmployee,370
Active Directory,Group,TutorialEmployee,371
Active Directory,Group,TutorialEmployee,373
Active Directory,Group,TutorialEmployee,374
Active Directory,Group,TutorialEmployee,375
Active Directory,Group,TutorialEmployee,384
Active Directory,Group,TutorialEmployee,386
Active Directory,Group,TutorialEmployee,388
Active Directory,Group,TutorialEmployee,389
Active Directory,Group,TutorialEmployee,390
Active Directory,Group,TutorialEmployee,392
Active Directory,Group,TutorialEmployee,394
Active Directory,Group,TutorialEmployee,397
Active Directory,Group,TutorialEmployee,399
Active Directory,Group,TutorialEmployee,402
Active Directory,Group,TutorialEmployee,403
Active Directory,Group,TutorialEmployee,404
Active Directory,Group,TutorialEmployee,407
Active Directory,Group,TutorialEmployee,409
Active Directory,Group,TutorialEmployee,411
Active Directory,Group,TutorialEmployee,412
Active Directory,Group,TutorialEmployee,415
Active Directory,Group,TutorialEmployee,418
Active Directory,Group,TutorialEmployee,420
Active Directory,Group,TutorialEmployee,424
Active Directory,Group,TutorialEmployee,426
Active Directory,Group,TutorialEmployee,427
Active Directory,Group,TutorialEmployee,429
Active Directory,Group,TutorialEmployee,430
Active Directory,Group,TutorialEmployee,432
Active Directory,Group,TutorialEmployee,434
Active Directory,Group,TutorialEmployee,435
Active Directory,Group,TutorialEmployee,436
Active Directory,Group,TutorialEmployee,437
Active Directory,Group,TutorialEmployee,438
Active Directory,Group,TutorialEmployee,439
Active Directory,Group,TutorialEmployee,443
Active Directory,Group,TutorialEmployee,445
Active Directory,Group,TutorialEmployee,446
Active Directory,Group,TutorialEmployee,449
Active Directory,Group,TutorialEmployee,450
Active Directory,Group,TutorialEmployee,457
Active Directory,Group,TutorialEmployee,459
Active Directory,Group,TutorialEmployee,460
Active Directory,Group,TutorialEmployee,461
Active Directory,Group,TutorialEmployee,464
Active Directory,Group,TutorialEmployee,465
Active Directory,Group,TutorialEmployee,469
Active Directory,Group,TutorialEmployee,470
Active Directory,Group,TutorialEmployee,472
Active Directory,Group,TutorialEmployee,473
Active Directory,Group,TutorialEmployee,476
Active Directory,Group,TutorialEmployee,477
Active Directory,Group,TutorialEmployee,479
Active Directory,Group,TutorialEmployee,480
Active Directory,Group,TutorialEmployee,481
Active Directory,Group,TutorialEmployee,482
Active Directory,Group,TutorialEmployee,483
Active Directory,Group,TutorialEmployee,484
Active Directory,Group,TutorialEmployee,485
Active Directory,Group,TutorialEmployee,486
Active Directory,Group,TutorialEmployee,488
Active Directory,Group,TutorialEmployee,491
Active Directory,Group,TutorialEmployee,493
Active Directory,Group,TutorialEmployee,498
Active Directory,Group,TutorialEmployee,502
Active Directory,Group,TutorialEmployee,503
Active Directory,Group,TutorialEmployee,504
Active Directory,Group,TutorialEmployee,508
Active Directory,Group,TutorialEmployee,509
Active Directory,Group,TutorialEmployee,512
Active Directory,Group,TutorialEmployee,516
Active Directory,Group,TutorialEmployee,517
Active Directory,Group,TutorialEmployee,518
Active Directory,Group,TutorialEmployee,524
Active Directory,Group,TutorialEmployee,526
Active Directory,Group,TutorialEmployee,529
Active Directory,Group,TutorialEmployee,533
Active Directory,Group,TutorialEmployee,539
Active Directory,Group,TutorialEmployee,540
Active Directory,Group,TutorialEmployee,542
Active Directory,Group,TutorialEmployee,543
Active Directory,Group,TutorialEmployee,544
Active Directory,Group,TutorialEmployee,548
Active Directory,Group,TutorialEmployee,549
Active Directory,Group,TutorialEmployee,552
Active Directory,Group,TutorialEmployee,554
Active Directory,Group,TutorialEmployee,555
Active Directory,Group,TutorialEmployee,556
Active Directory,Group,TutorialEmployee,558
Active Directory,Group,TutorialEmployee,560
Active Directory,Group,TutorialEmployee,562
Active Directory,Group,TutorialEmployee,563
Active Directory,Group,TutorialEmployee,564
Active Directory,Group,TutorialEmployee,565
Active Directory,Group,TutorialEmployee,566
Active Directory,Group,TutorialEmployee,567
Active Directory,Group,TutorialEmployee,568
Active Directory,Group,TutorialEmployee,569
Active Directory,Group,TutorialEmployee,570
Active Directory,Group,TutorialEmployee,571
Active Directory,Group,TutorialEmployee,572
Active Directory,Group,TutorialEmployee,573
Active Directory,Group,TutorialEmployee,575
Active Directory,Group,TutorialEmployee,576
Active Directory,Group,TutorialEmployee,580
Active Directory,Group,TutorialEmployee,582
Active Directory,Group,TutorialEmployee,584
Active Directory,Group,TutorialEmployee,587
Active Directory,Group,TutorialEmployee,589
Active Directory,Group,TutorialEmployee,591
Active Directory,Group,TutorialEmployee,592
Active Directory,Group,TutorialEmployee,593
Active Directory,Group,TutorialEmployee,594
Active Directory,Group,TutorialEmployee,595
Active Directory,Group,TutorialEmployee,596
Active Directory,Group,TutorialEmployee,597
Active Directory,Group,TutorialEmployee,600
Active Directory,Group,TutorialEmployee,602
Active Directory,Group,TutorialEmployee,604
Active Directory,Group,TutorialEmployee,605
Active Directory,Group,TutorialEmployee,608
Active Directory,Group,TutorialEmployee,610
Active Directory,Group,TutorialEmployee,612
Active Directory,Group,TutorialEmployee,613
Active Directory,Group,TutorialEmployee,615
Active Directory,Group,TutorialEmployee,616
Active Directory,Group,TutorialEmployee,617
Active Directory,Group,TutorialEmployee,618
Active Directory,Group,TutorialEmployee,621
Active Directory,Group,TutorialEmployee,624
Active Directory,Group,TutorialEmployee,626
Active Directory,Group,TutorialEmployee,627
Active Directory,Group,TutorialEmployee,628
Active Directory,Group,TutorialEmployee,629
Active Directory,Group,TutorialEmployee,630
Active Directory,Group,TutorialEmployee,631
Active Directory,Group,TutorialEmployee,632
Active Directory,Group,TutorialEmployee,633
Active Directory,Group,TutorialEmployee,634
Active Directory,Group,TutorialEmployee,637
Active Directory,Group,TutorialEmployee,641
Active Directory,Group,TutorialEmployee,643
Active Directory,Group,TutorialEmployee,644
Active Directory,Group,TutorialEmployee,645
Active Directory,Group,TutorialEmployee,646
Active Directory,Group,TutorialEmployee,647
Active Directory,Group,TutorialEmployee,650
Active Directory,Group,TutorialEmployee,654
Active Directory,Group,TutorialEmployee,655
Active Directory,Group,TutorialEmployee,658
Active Directory,Group,TutorialEmployee,659
Active Directory,Group,TutorialEmployee,661
Active Directory,Group,TutorialEmployee,662
Active Directory,Group,TutorialEmployee,664
Active Directory,Group,TutorialEmployee,666
Active Directory,Group,TutorialEmployee,667
Active Directory,Group,TutorialEmployee,668
Active Directory,Group,TutorialEmployee,672
Active Directory,Group,TutorialEmployee,673
Active Directory,Group,TutorialEmployee,678
Active Directory,Group,TutorialEmployee,682
Active Directory,Group,TutorialEmployee,683
Active Directory,Group,TutorialEmployee,684
Active Directory,Group,TutorialEmployee,686
Active Directory,Group,TutorialEmployee,687
Active Directory,Group,TutorialEmployee,688
Active Directory,Group,TutorialEmployee,690
Active Directory,Group,TutorialEmployee,693
Active Directory,Group,TutorialEmployee,694
Active Directory,Group,TutorialEmployee,695
Active Directory,Group,TutorialEmployee,698
Active Directory,Group,TutorialEmployee,699
Active Directory,Group,TutorialEmployee,700
Active Directory,Group,TutorialEmployee,703
Active Directory,Group,TutorialEmployee,704
Active Directory,Group,TutorialEmployee,706
Active Directory,Group,TutorialEmployee,709
Active Directory,Group,TutorialEmployee,710
Active Directory,Group,TutorialEmployee,711
Active Directory,Group,TutorialEmployee,712
Active Directory,Group,TutorialEmployee,713
Active Directory,Group,TutorialEmployee,714
Active Directory,Group,TutorialEmployee,715
Active Directory,Group,TutorialEmployee,716
Active Directory,Group,TutorialEmployee,719
Active Directory,Group,TutorialEmployee,723
Active Directory,Group,TutorialEmployee,724
Active Directory,Group,TutorialEmployee,725
Active Directory,Group,TutorialEmployee,729
Active Directory,Group,TutorialEmployee,730
Active Directory,Group,TutorialEmployee,731
Active Directory,Group,TutorialEmployee,733
Active Directory,Group,TutorialEmployee,734
Active Directory,Group,TutorialEmployee,735
Active Directory,Group,TutorialEmployee,736
Active Directory,Group,TutorialEmployee,741
Active Directory,Group,TutorialEmployee,743
Active Directory,Group,TutorialEmployee,745
Active Directory,Group,TutorialEmployee,748
Active Directory,Group,TutorialEmployee,751
Active Directory,Group,TutorialEmployee,752
Active Directory,Group,TutorialEmployee,755
Active Directory,Group,TutorialEmployee,757
Active Directory,Group,TutorialEmployee,760
Active Directory,Group,TutorialEmployee,772
Active Directory,Group,TutorialEmployee,773
Active Directory,Group,TutorialEmployee,775
Active Directory,Group,TutorialEmployee,776
Active Directory,Group,TutorialEmployee,777
Active Directory,Group,TutorialEmployee,784
Active Directory,Group,TutorialEmployee,786
Active Directory,Group,TutorialEmployee,787
Active Directory,Group,TutorialEmployee,788
Active Directory,Group,TutorialEmployee,791
Active Directory,Group,TutorialEmployee,792
Active Directory,Group,TutorialEmployee,793
Active Directory,Group,TutorialEmployee,796
Active Directory,Group,TutorialEmployee,801
Active Directory,Group,TutorialEmployee,803
Active Directory,Group,TutorialEmployee,804
Active Directory,Group,TutorialEmployee,806
Active Directory,Group,TutorialEmployee,808
Active Directory,Group,TutorialEmployee,809
Active Directory,Group,TutorialEmployee,811
Active Directory,Group,TutorialEmployee,812
Active Directory,Group,TutorialEmployee,813
Active Directory,Group,TutorialEmployee,814
Active Directory,Group,TutorialEmployee,815
Active Directory,Group,TutorialEmployee,817
Active Directory,Group,TutorialEmployee,821
Active Directory,Group,TutorialEmployee,824
Active Directory,Group,TutorialEmployee,828
Active Directory,Group,TutorialEmployee,830
Active Directory,Group,TutorialEmployee,833
Active Directory,Group,TutorialEmployee,836
Active Directory,Group,TutorialEmployee,837
Active Directory,Group,TutorialEmployee,840
Active Directory,Group,TutorialEmployee,841
Active Directory,Group,TutorialEmployee,843
Active Directory,Group,TutorialEmployee,845
Active Directory,Group,TutorialEmployee,846
Active Directory,Group,TutorialEmployee,847
Active Directory,Group,TutorialEmployee,850
Active Directory,Group,TutorialEmployee,853
Active Directory,Group,TutorialEmployee,857
Active Directory,Group,TutorialEmployee,860
Active Directory,Group,TutorialEmployee,861
Active Directory,Group,TutorialEmployee,862
Active Directory,Group,TutorialEmployee,865
Active Directory,Group,TutorialEmployee,866
Active Directory,Group,TutorialEmployee,868
Active Directory,Group,TutorialEmployee,869
Active Directory,Group,TutorialEmployee,870
Active Directory,Group,TutorialEmployee,871
Active Directory,Group,TutorialEmployee,872
Active Directory,Group,TutorialEmployee,878
Active Directory,Group,TutorialEmployee,879
Active Directory,Group,TutorialEmployee,882
Active Directory,Group,TutorialEmployee,885
Active Directory,Group,TutorialEmployee,887
Active Directory,Group,TutorialEmployee,888
Active Directory,Group,TutorialEmployee,891
Active Directory,Group,TutorialEmployee,895
Active Directory,Group,TutorialEmployee,896
Active Directory,Group,TutorialEmployee,899
Active Directory,Group,TutorialEmployee,901
Active Directory,Group,TutorialEmployee,903
Active Directory,Group,TutorialEmployee,904
Active Directory,Group,TutorialEmployee,908
Active Directory,Group,TutorialEmployee,911
Active Directory,Group,TutorialEmployee,914
Active Directory,Group,TutorialEmployee,915
Active Directory,Group,TutorialEmployee,918
Active Directory,Group,TutorialEmployee,919
Active Directory,Group,TutorialEmployee,922
Active Directory,Group,TutorialEmployee,923
Active Directory,Group,TutorialEmployee,924
Active Directory,Group,TutorialEmployee,927
Active Directory,Group,TutorialEmployee,928
Active Directory,Group,TutorialEmployee,931
Active Directory,Group,TutorialEmployee,933
Active Directory,Group,TutorialEmployee,934
Active Directory,Group,TutorialEmployee,936
Active Directory,Group,TutorialEmployee,937
Active Directory,Group,TutorialEmployee,938
Active Directory,Group,TutorialEmployee,939
Active Directory,Group,TutorialEmployee,942
Active Directory,Group,TutorialEmployee,944
Active Directory,Group,TutorialEmployee,949
Active Directory,Group,TutorialEmployee,951
Active Directory,Group,TutorialEmployee,953
Active Directory,Group,TutorialEmployee,954
Active Directory,Group,TutorialEmployee,958
Active Directory,Group,TutorialEmployee,959
Active Directory,Group,TutorialEmployee,960
Active Directory,Group,TutorialEmployee,964
Active Directory,Group,TutorialEmployee,965
Active Directory,Group,TutorialEmployee,967
Active Directory,Group,TutorialEmployee,968
Active Directory,Group,TutorialEmployee,969
Active Directory,Group,TutorialEmployee,970
Active Directory,Group,TutorialEmployee,973
Active Directory,Group,TutorialEmployee,974
Active Directory,Group,TutorialEmployee,975
Active Directory,Group,TutorialEmployee,976
Active Directory,Group,TutorialEmployee,977
Active Directory,Group,TutorialEmployee,979
Active Directory,Group,TutorialEmployee,981
Active Directory,Group,TutorialEmployee,982
Active Directory,Group,TutorialEmployee,983
Active Directory,Group,TutorialEmployee,985
Active Directory,Group,TutorialEmployee,990
Active Directory,Group,TutorialEmployee,991
Active Directory,Group,TutorialEmployee,992
Active Directory,Group,TutorialEmployee,995
Active Directory,Group,TutorialEmployee,999
Active Directory,Group,TutorialEmployee,1000
Active Directory,Group,TutorialEmployee,1002
Active Directory,Group,TutorialEmployee,1005
Active Directory,Group,TutorialEmployee,1009
Active Directory,Group,TutorialEmployee,1011
Active Directory,Group,TutorialEmployee,1014
Active Directory,Group,TutorialEmployee,1017
Active Directory,Group,TutorialEmployee,1019
Active Directory,Group,TutorialEmployee,1022
Active Directory,Group,TutorialEmployee,1023
Active Directory,Group,TutorialEmployee,1028
Active Directory,Group,TutorialEmployee,1032
Active Directory,Group,TutorialEmployee,1033
Active Directory,Group,TutorialEmployee,1034
Active Directory,Group,TutorialEmployee,1035
Active Directory,Group,TutorialEmployee,1036
Active Directory,Group,TutorialEmployee,1038
Active Directory,Group,TutorialEmployee,1039
Active Directory,Group,TutorialEmployee,1042
Active Directory,Group,TutorialEmployee,1043
Active Directory,Group,TutorialEmployee,1044
Active Directory,Group,TutorialEmployee,1045
Active Directory,Group,TutorialEmployee,1047
Active Directory,Group,TutorialEmployee,1052
Active Directory,Group,TutorialEmployee,1058
Active Directory,Group,TutorialEmployee,1059
Active Directory,Group,TutorialEmployee,1060
