appName,entitlement,entitlementValue,account
HRIS,HR Manager,YES,786
HRIS,HR Manager,YES,788
HRIS,HR Manager,YES,790
HRIS,HR Manager,YES,794
HRIS,HR Manager,YES,811
HRIS,HR Manager,YES,816
HRIS,HR Manager,YES,826
HRIS,HR Manager,YES,830
HRIS,HR Manager,YES,834
HRIS,HR Manager,YES,836
HRIS,HR Manager,YES,838
HRIS,HR Manager,YES,845
HRIS,HR Manager,YES,849
HRIS,HR Manager,YES,853
HRIS,HR Manager,YES,855
HRIS,HR Manager,YES,857
HRIS,HR Manager,YES,860
HRIS,HR Manager,YES,863
HRIS,HR Manager,YES,865
HRIS,HR Manager,YES,867
HRIS,HR Manager,YES,869
HRIS,HR Manager,YES,871
HRIS,HR Manager,YES,873
HRIS,HR Manager,YES,875
HRIS,HR Manager,YES,877
HRIS,HR Manager,YES,884
HRIS,HR Manager,YES,889
HRIS,HR Manager,YES,892
HRIS,HR Manager,YES,896
HRIS,HR Manager,YES,897
HRIS,HR Manager,YES,898
HRIS,HR Manager,YES,905
HRIS,HR Manager,YES,909
HRIS,HR Manager,YES,913
HRIS,HR Manager,YES,915
HRIS,HR Manager,YES,917
HRIS,HR Manager,YES,920
HRIS,HR Manager,YES,923
HRIS,HR Manager,YES,925
HRIS,HR Manager,YES,927
HRIS,HR Manager,YES,929
HRIS,HR Manager,YES,931
HRIS,HR Manager,YES,933
HRIS,HR Manager,YES,935
HRIS,HR Manager,YES,937
HRIS,HR Manager,YES,938
HRIS,HR Manager,YES,940
HRIS,HR Manager,YES,942
HRIS,HR Manager,YES,949
HRIS,HR Manager,YES,950
HRIS,HR Manager,YES,951
HRIS,HR Manager,YES,957
HRIS,HR Manager,YES,960
HRIS,HR Manager,YES,964
HRIS,HR Manager,YES,965
HRIS,HR Manager,YES,967
HRIS,HR Manager,YES,970
HRIS,HR Manager,YES,973
HRIS,HR Manager,YES,975
HRIS,HR Manager,YES,977
HRIS,HR Manager,YES,979
HRIS,HR Manager,YES,981
HRIS,HR Manager,YES,983
HRIS,HR Manager,YES,985
HRIS,HR Manager,YES,987
HRIS,HR Manager,YES,988
HRIS,HR Manager,YES,990
HRIS,HR Manager,YES,992
HRIS,HR Manager,YES,994
HRIS,HR Manager,YES,998
HRIS,HR Manager,YES,1000
HRIS,HR Manager,YES,1001
HRIS,HR Manager,YES,1003
HRIS,HR Manager,YES,1005
HRIS,HR Manager,YES,1008
HRIS,HR Manager,YES,1010
HRIS,HR Manager,YES,1012
HRIS,HR Manager,YES,1014
HRIS,HR Manager,YES,1015
HRIS,HR Manager,YES,1017
HRIS,HR Manager,YES,1019
HRIS,HR Manager,YES,1021
HRIS,HR Manager,YES,1023
HRIS,HR Manager,YES,1025
HRIS,HR Manager,YES,1027
HRIS,HR Manager,YES,1028
HRIS,HR Manager,YES,1029
HRIS,HR Manager,YES,1031
HRIS,HR Manager,YES,1032
HRIS,HR Manager,YES,1034
HRIS,HR Manager,YES,1036
HRIS,HR Manager,YES,1038
HRIS,HR Manager,YES,1040
HRIS,HR Manager,YES,1041
HRIS,HR Manager,YES,1042
HRIS,HR Manager,YES,1044
HRIS,HR Manager,YES,1045
HRIS,HR Manager,YES,1047
HRIS,HR Manager,YES,1049
HRIS,HR Manager,YES,1051
HRIS,HR Manager,YES,1053
HRIS,HR Manager,YES,1054
HRIS,HR Manager,YES,1057
HRIS,HR Manager,YES,1059
