appName,entitlement,entitlementValue,account
Building Access,NYC Office Access,NYC Office Access,250
Building Access,NYC Office Access,NYC Office Access,255
Building Access,NYC Office Access,NYC Office Access,258
Building Access,NYC Office Access,NYC Office Access,259
Building Access,NYC Office Access,NYC Office Access,261
Building Access,NYC Office Access,NYC Office Access,262
Building Access,NYC Office Access,NYC Office Access,266
Building Access,NYC Office Access,NYC Office Access,267
Building Access,NYC Office Access,NYC Office Access,280
Building Access,NYC Office Access,NYC Office Access,293
Building Access,NYC Office Access,NYC Office Access,296
Building Access,NYC Office Access,NYC Office Access,305
Building Access,NYC Office Access,NYC Office Access,309
Building Access,NYC Office Access,NYC Office Access,321
Building Access,NYC Office Access,NYC Office Access,323
Building Access,NYC Office Access,NYC Office Access,329
Building Access,NYC Office Access,NYC Office Access,336
Building Access,NYC Office Access,NYC Office Access,348
Building Access,NYC Office Access,NYC Office Access,357
Building Access,NYC Office Access,NYC Office Access,358
Building Access,NYC Office Access,NYC Office Access,359
Building Access,NYC Office Access,NYC Office Access,371
Building Access,NYC Office Access,NYC Office Access,375
Building Access,NYC Office Access,NYC Office Access,381
Building Access,NYC Office Access,NYC Office Access,383
Building Access,NYC Office Access,NYC Office Access,385
Building Access,NYC Office Access,NYC Office Access,386
Building Access,NYC Office Access,NYC Office Access,393
Building Access,NYC Office Access,NYC Office Access,399
Building Access,NYC Office Access,NYC Office Access,405
Building Access,NYC Office Access,NYC Office Access,429
Building Access,NYC Office Access,NYC Office Access,441
Building Access,NYC Office Access,NYC Office Access,442
Building Access,NYC Office Access,NYC Office Access,446
Building Access,NYC Office Access,NYC Office Access,450
Building Access,NYC Office Access,NYC Office Access,453
Building Access,NYC Office Access,NYC Office Access,473
Building Access,NYC Office Access,NYC Office Access,477
Building Access,NYC Office Access,NYC Office Access,479
Building Access,NYC Office Access,NYC Office Access,482
Building Access,NYC Office Access,NYC Office Access,483
Building Access,NYC Office Access,NYC Office Access,487
Building Access,NYC Office Access,NYC Office Access,492
Building Access,NYC Office Access,NYC Office Access,499
Building Access,NYC Office Access,NYC Office Access,501
Building Access,NYC Office Access,NYC Office Access,504
Building Access,NYC Office Access,NYC Office Access,508
Building Access,NYC Office Access,NYC Office Access,509
Building Access,NYC Office Access,NYC Office Access,513
Building Access,NYC Office Access,NYC Office Access,514
Building Access,NYC Office Access,NYC Office Access,515
Building Access,NYC Office Access,NYC Office Access,518
Building Access,NYC Office Access,NYC Office Access,519
Building Access,NYC Office Access,NYC Office Access,525
Building Access,NYC Office Access,NYC Office Access,530
Building Access,NYC Office Access,NYC Office Access,535
Building Access,NYC Office Access,NYC Office Access,538
Building Access,NYC Office Access,NYC Office Access,539
Building Access,NYC Office Access,NYC Office Access,544
Building Access,NYC Office Access,NYC Office Access,546
Building Access,NYC Office Access,NYC Office Access,551
Building Access,NYC Office Access,NYC Office Access,553
Building Access,NYC Office Access,NYC Office Access,556
Building Access,NYC Office Access,NYC Office Access,557
Building Access,NYC Office Access,NYC Office Access,560
Building Access,NYC Office Access,NYC Office Access,563
Building Access,NYC Office Access,NYC Office Access,565
Building Access,NYC Office Access,NYC Office Access,570
Building Access,NYC Office Access,NYC Office Access,571
Building Access,NYC Office Access,NYC Office Access,578
Building Access,NYC Office Access,NYC Office Access,579
Building Access,NYC Office Access,NYC Office Access,581
Building Access,NYC Office Access,NYC Office Access,582
Building Access,NYC Office Access,NYC Office Access,585
Building Access,NYC Office Access,NYC Office Access,590
Building Access,NYC Office Access,NYC Office Access,596
Building Access,NYC Office Access,NYC Office Access,598
Building Access,NYC Office Access,NYC Office Access,603
Building Access,NYC Office Access,NYC Office Access,606
Building Access,NYC Office Access,NYC Office Access,607
Building Access,NYC Office Access,NYC Office Access,609
Building Access,NYC Office Access,NYC Office Access,614
Building Access,NYC Office Access,NYC Office Access,615
Building Access,NYC Office Access,NYC Office Access,616
Building Access,NYC Office Access,NYC Office Access,618
Building Access,NYC Office Access,NYC Office Access,622
Building Access,NYC Office Access,NYC Office Access,634
Building Access,NYC Office Access,NYC Office Access,645
Building Access,NYC Office Access,NYC Office Access,663
Building Access,NYC Office Access,NYC Office Access,671
Building Access,NYC Office Access,NYC Office Access,677
Building Access,NYC Office Access,NYC Office Access,678
Building Access,NYC Office Access,NYC Office Access,681
Building Access,NYC Office Access,NYC Office Access,694
Building Access,NYC Office Access,NYC Office Access,701
Building Access,NYC Office Access,NYC Office Access,703
Building Access,NYC Office Access,NYC Office Access,707
Building Access,NYC Office Access,NYC Office Access,709
Building Access,NYC Office Access,NYC Office Access,715
Building Access,NYC Office Access,NYC Office Access,726
Building Access,NYC Office Access,NYC Office Access,738
Building Access,NYC Office Access,NYC Office Access,740
Building Access,NYC Office Access,NYC Office Access,746
Building Access,NYC Office Access,NYC Office Access,755
Building Access,NYC Office Access,NYC Office Access,762
Building Access,NYC Office Access,NYC Office Access,763
Building Access,NYC Office Access,NYC Office Access,778
Building Access,NYC Office Access,NYC Office Access,781
Building Access,NYC Office Access,NYC Office Access,789
Building Access,NYC Office Access,NYC Office Access,792
Building Access,NYC Office Access,NYC Office Access,796
Building Access,NYC Office Access,NYC Office Access,799
Building Access,NYC Office Access,NYC Office Access,811
Building Access,NYC Office Access,NYC Office Access,812
Building Access,NYC Office Access,NYC Office Access,814
Building Access,NYC Office Access,NYC Office Access,826
Building Access,NYC Office Access,NYC Office Access,829
Building Access,NYC Office Access,NYC Office Access,833
Building Access,NYC Office Access,NYC Office Access,838
Building Access,NYC Office Access,NYC Office Access,847
Building Access,NYC Office Access,NYC Office Access,848
Building Access,NYC Office Access,NYC Office Access,850
Building Access,NYC Office Access,NYC Office Access,869
Building Access,NYC Office Access,NYC Office Access,881
Building Access,NYC Office Access,NYC Office Access,883
Building Access,NYC Office Access,NYC Office Access,888
Building Access,NYC Office Access,NYC Office Access,892
Building Access,NYC Office Access,NYC Office Access,898
Building Access,NYC Office Access,NYC Office Access,901
Building Access,NYC Office Access,NYC Office Access,907
Building Access,NYC Office Access,NYC Office Access,909
Building Access,NYC Office Access,NYC Office Access,916
Building Access,NYC Office Access,NYC Office Access,937
Building Access,NYC Office Access,NYC Office Access,946
Building Access,NYC Office Access,NYC Office Access,957
Building Access,NYC Office Access,NYC Office Access,974
Building Access,NYC Office Access,NYC Office Access,976
Building Access,NYC Office Access,NYC Office Access,977
Building Access,NYC Office Access,NYC Office Access,980
Building Access,NYC Office Access,NYC Office Access,991
Building Access,NYC Office Access,NYC Office Access,995
Building Access,NYC Office Access,NYC Office Access,1011
Building Access,NYC Office Access,NYC Office Access,1014
Building Access,NYC Office Access,NYC Office Access,1016
Building Access,NYC Office Access,NYC Office Access,1017
Building Access,NYC Office Access,NYC Office Access,1019
Building Access,NYC Office Access,NYC Office Access,1020
Building Access,NYC Office Access,NYC Office Access,1029
Building Access,NYC Office Access,NYC Office Access,1034
Building Access,NYC Office Access,NYC Office Access,1035
Building Access,NYC Office Access,NYC Office Access,1037
Building Access,NYC Office Access,NYC Office Access,1045
Building Access,NYC Office Access,NYC Office Access,1048
Building Access,NYC Office Access,NYC Office Access,1050
Building Access,NYC Office Access,NYC Office Access,1052
Building Access,NYC Office Access,NYC Office Access,1056
