appName,entitlement,entitlementValue,account
PipelineManager,ManageAccounts,YES,496
PipelineManager,ManageAccounts,YES,501
PipelineManager,ManageAccounts,YES,506
PipelineManager,ManageAccounts,YES,516
PipelineManager,ManageAccounts,YES,519
PipelineManager,ManageAccounts,YES,523
PipelineManager,ManageAccounts,YES,528
PipelineManager,ManageAccounts,YES,545
PipelineManager,ManageAccounts,YES,549
PipelineManager,ManageAccounts,YES,566
PipelineManager,ManageAccounts,YES,569
PipelineManager,ManageAccounts,YES,576
PipelineManager,ManageAccounts,YES,577
PipelineManager,ManageAccounts,YES,580
PipelineManager,ManageAccounts,YES,588
PipelineManager,ManageAccounts,YES,589
PipelineManager,ManageAccounts,YES,593
PipelineManager,ManageAccounts,YES,598
PipelineManager,ManageAccounts,YES,603
PipelineManager,ManageAccounts,YES,613
PipelineManager,ManageAccounts,YES,616
PipelineManager,ManageAccounts,YES,620
PipelineManager,ManageAccounts,YES,625
PipelineManager,ManageAccounts,YES,642
PipelineManager,ManageAccounts,YES,646
PipelineManager,ManageAccounts,YES,664
PipelineManager,ManageAccounts,YES,683
PipelineManager,ManageAccounts,YES,684
PipelineManager,ManageAccounts,YES,687
PipelineManager,ManageAccounts,YES,690
PipelineManager,ManageAccounts,YES,694
PipelineManager,ManageAccounts,YES,699
PipelineManager,ManageAccounts,YES,703
PipelineManager,ManageAccounts,YES,710
PipelineManager,ManageAccounts,YES,713
PipelineManager,ManageAccounts,YES,717
PipelineManager,ManageAccounts,YES,722
PipelineManager,ManageAccounts,YES,739
PipelineManager,ManageAccounts,YES,743
PipelineManager,ManageAccounts,YES,761
PipelineManager,ManageAccounts,YES,791
PipelineManager,ManageAccounts,YES,800
PipelineManager,ManageAccounts,YES,803
PipelineManager,ManageAccounts,YES,808
PipelineManager,ManageAccounts,YES,818
PipelineManager,ManageAccounts,YES,822
PipelineManager,ManageAccounts,YES,840
PipelineManager,ManageAccounts,YES,879
PipelineManager,ManageAccounts,YES,882
PipelineManager,ManageAccounts,YES,886
PipelineManager,ManageAccounts,YES,900
PipelineManager,ManageAccounts,YES,953
PipelineManager,ManageAccounts,YES,995
